Title,Municipality,City,State,Estimated Value,Currency,Due Date,Status,AI Confidence,Committee,Meeting Date,Meeting URL,Calendar URL,Opportunity Type,Description,Design Capacity (MGD),Actual Capacity (MGD),Utilization %,Population Growth %,Growth Period,Year Built,Infrastructure Age,Last Upgrade Year,Infrastructure Notes,Recent Bonds,RFP ID
Davis Aerator Building Screen Replacement - Memphis Water Treatment Facility,Memphis - Tennessee,Memphis,Tennessee,221292.12,USD,,identified,85,MLGW Fiscal Consent,2025-02-04,https://memphistn.gov/wp-content/uploads/2025/03/REVISED-AG-02-04-2025-1.pdf,https://memphistn.gov/city-council-meeting-agenda/,project_discussion,"The resolution awards Contract No. 12570 for screen replacement at the Davis Aerator Building, indicating a capital equipment replacement project within Memphis water infrastructure under MLGW. No specific problem statement provided, such as failing screens or performance issues. No technical data mentioned including flow rates, capacities, contaminant levels, population served, or infrastructure age. No regulatory context, compliance deadlines, or agencies noted. Facility details limited to Dav",,93.7,,-3.5,2019-2023,1983,41,2018,"Refers primarily to South WWTP (largest facility), original commissioning post-expansion 1983; ongoing upgrades under EPA consent decree.",,cfbceb46-7798-4693-b511-ec51b1bf15ea
Seawolf Park Wastewater Treatment Plant Engineering Design,Galveston - Texas,Galveston,Texas,199615,USD,,identified,100,City Council of the City of Galveston,2025-02-27,https://www.galvestontx.gov/AgendaCenter/ViewFile/Agenda/_02272025-5337?html=true,https://www.galvestontx.gov/AgendaCenter/City-Council-16,planning_stage,"The City of Galveston is approving a professional services contract with Arceneaux Wilson & Cole, LLC. (AWC) for the engineering design of the Seawolf Park Wastewater Treatment Plant (WWTP) project. No explicit problem statement on plant performance issues, effluent violations, or operational challenges is included. No technical data such as flow rates (ML/day, MGD), capacities (hydraulic/organic), contaminant levels (TP, TN, NH3-N, BOD, TSS, E. coli), population served, infrastructure age, or c",,10,,6.2,2019-2023,1983,41,2014,Current plant facilities primarily constructed 1978-1983; major upgrades to headworks and other systems in 2014. Age calculated as 2024 - 1983.,No,0dce0f40-5153-40c4-9182-80494d44bb98
"City of Camas Slow Sand Filter (SSF) Water Treatment Plant Startup and Commissioning - Amendment 5 with Jacobs Engineering, Including Boulder Creek Intake Reconstruction",Camas - Washington,Camas,Washington,179410,USD,,identified,90,City Council Workshop,2026-01-05,https://mccmeetings.blob.core.usgovcloudapi.net/camaswa-pubu/MEET-Packet-6d1f5c8ef24347e2ae840ad239883348.pdf,https://www.cityofcamas.us/meetings,project_discussion,"The SSF Water Treatment Plant at 32723 NE Lessard Road, constructed 2013-2015, capacity 1,570 gallons per minute (approx. 2.26 MGD), treats surface water from Jones Creek (since 1913) and Boulder Creek (since 1931); never fully operational due to pH control requiring CO2 system (installed 2021), 3 miles transmission main leakage replacement, Nakia Creek Fire 2022 impacting raw water quality deferring startup, Boulder Creek intake reduced flows revealing structural issues requiring design/permitt",4,2.82,70.5,15.4,2019-2023,1974,50,2015,Original construction 1974; major expansion 1991; headworks upgrade 2015,No,afdfd089-6898-4684-a16d-c93a17dbb0d6
Caldwell Wastewater Treatment Plant Chemical Feed System and Building Engineering Design,Caldwell - Idaho,Caldwell,Idaho,179160,USD,,identified,100,Caldwell City Council,2025-04-07,https://www.cityofcaldwell.org/files/assets/city/v/2/city-council/agendas/2025-04-07-city-council-agenda.pdf,https://www.cityofcaldwell.org/Government/City-Council/Council-Meetings,planning_stage,"No problem statement, plant performance issues, violations, or effluent quality data (e.g., phosphorus, ammonia, BOD, TSS) provided. No flows (ML/day, etc.), capacities (hydraulic/organic), contaminant levels vs. limits, population served, infrastructure age, or current processes mentioned. No regulatory context, permits (e.g., Certificate of Approval), agencies, or deadlines detailed. Facility: Caldwell Wastewater Treatment Plant (WWTP); proposed: chemical feed system and building upgrade. No a",,,,15.6,2019-2023,1974,50,2006,"Original construction 1974; major expansions 1986, 1991, 2006. Current age from built year to 2024.",No,683c7442-3a53-4149-9255-9444d16d1dd6
Madera Wastewater Treatment Plant (WWTP) Improvement Project - New Influent Pump Station (IPS) Wet Well Design and Construction Engineering Services,Madera - California,Madera,California,160000,USD,,identified,95,Madera City Council,2025-11-19,https://www.madera.gov/media/b41dshh0/111925-agenda-combined-w-links.pdf,https://www.madera.gov/home/departments/city-clerk/city-council-agendas-meetings/,project_discussion,"The Madera Wastewater Treatment Plant Improvement Project requires additional engineering services for construction phase support and design of a new Influent Pump Station (IPS) wet well, indicating capacity or infrastructure upgrade needs at the WWTP. No specific problem statement such as current flows, capacities, performance issues, or violations detailed. No technical data provided on flow rates (e.g., ML/day), plant capacity, contaminant levels, population served, or infrastructure age. No ",5.5,4,73,3.5,2019-2023,1964,60,2012,"Original construction circa 1964 with major expansions/upgrades in 1976, 1986, 1996, 2012 per city and state reports",,0985000b-287d-4fd1-b2df-2853b0b24166
Sheboygan Wastewater Division IBAK HD CCTV Sewer Inspection Camera System Replacement,Sheboygan - Wisconsin,Sheboygan,Wisconsin,159678,USD,,identified,100,Public Works Committee,2026-02-09,https://mccmeetings.blob.core.usgovcloudapi.net/sheboygnwi-pubu/MEET-Packet-8541a32303124fcf9ab6f001c37dacdc.pdf,https://sheboygan-wi.municodemeetings.com/,project_discussion,"The existing 2018 Aries Pathfinder CCTV sewer inspection system has been problematic, averaging $12,000 to $15,000 in annual repairs, causing downtime critical for maintaining the underground sanitary sewer distribution system citywide. The new IBAK T66 HD CCTV system will replace it, retrofitted into the current televising truck, including touch screen controllers, monitors, racking, cable reels, camera, tractor, and wheel sets. Used for condition assessment, defect identification for repairs, ",,18.39,,3.1,2019-2023,1981,43,2011,Original commissioning after 1977-1981 construction. Last major upgrade for biological nutrient removal (2009-2011).,No,80ba4ff1-196f-4d0f-8393-00e9dfbdb04d
Madera Wastewater Treatment Plant Aeration System Gearbox Replacement,Madera - California,Madera,California,145065.25,USD,,identified,85,Madera City Council,2025-12-17,https://www.madera.gov/media/k43fwayi/121725-final-agenda-combined.pdf,https://www.madera.gov/home/departments/city-clerk/city-council-agendas-meetings/,project_discussion,"The City seeks to purchase two replacement gearboxes for the Wastewater Treatment Plant (WWTP) aeration system due to the need for replacement, indicating operational issues with existing equipment. No specific problem statement details like performance failures or violations provided. No technical data such as flow rates, capacities, contaminant levels, population served, or infrastructure age mentioned. No regulatory context or compliance issues detailed. Facility is Madera WWTP; existing trea",8,5.38,67.25,3.5,2019-2023,1962,62,2001,Original construction circa 1962; major expansion to 8 MGD in 2001 per engineering reports and city history,No,19177d58-4721-4122-9083-bb1857ae2a25
Madera Wastewater Treatment Plant Aeration System Gearboxes Replacement,Madera - California,Madera,California,145065.25,USD,,identified,90,Madera City Council,2025-12-17,https://www.madera.gov/media/2ltfmbig/121725-final-agenda.pdf,https://www.madera.gov/home/departments/city-clerk/city-council-agendas-meetings/,project_discussion,"The Madera Wastewater Treatment Plant (WWTP) requires replacement of two gearboxes in the aeration system. No specific problem statement provided, such as failures or performance issues, but replacement indicates aging or faulty equipment needing capital upgrade. No technical data like flow rates, capacities, contaminant levels (e.g., BOD, TSS, NH3-N), population served, or infrastructure age mentioned. No regulatory context or violations detailed. Facility is the Madera WWTP; existing treatment",8,4.5,56.25,3.5,2019-2023,1964,60,2014,"Original construction in 1964; major expansions/upgrades in 1986, 1995, and 2014.",,3d533e5d-8e80-4a3d-9cb0-0a644cf109be
"Aqua Adventure Water Park Sewer Pipe Replacement Project (PWC8501) - Fremont, CA",Fremont - California,Fremont,California,142200,USD,,identified,80,Fremont City Council Regular Meeting,2024-10-01,https://fremontcityca.iqm2.com/Citizens/Detail_Meeting.aspx?ID=1979,https://www.fremont.gov/government/agenda-center/city-council,project_discussion,"The Aqua Adventure Water Park requires sewer pipe replacement as a capital infrastructure project. Approval of plans and specifications is sought, along with awarding the contract to Smelly Mel’s Plumbing, Inc. for $142,200, which includes 20% contingency. This is a Public Works Contract (PWC8501) involving construction to replace sewer pipes. No specific problem statement details such as pipe age, failure modes, or performance issues are provided in the agenda item. No technical data on flow ra",19.5,17.1,87.7,-3.1,2019-2023,1994,30,2016,Current plant commissioned 1994 replacing older facilities; major odor control and digester upgrades in 2016,,4017cc7c-43e7-447b-9de1-e7b66a30c3d1
Galveston Sanitary Sewer Collection System CIPP Liner Rehabilitation - Vortex Services Contract,Galveston - Texas,Galveston,Texas,120000,USD,,identified,85,City Council of the City of Galveston,2025-03-27,https://www.galvestontx.gov/AgendaCenter/ViewFile/Agenda/_03272025-5364?html=true,https://www.galvestontx.gov/AgendaCenter/City-Council-16,project_discussion,"The City Council is considering approval of BuyBoard contract #731-24 with Vortex Services for the purchase of cured-in-place pipe (CIPP) sanitary sewer liner material, not to exceed $120,000. This supports capital rehabilitation of sanitary sewer collection systems using trenchless CIPP technology for infrastructure upgrades. No specific problem statement details sewer failures, inflow/infiltration issues, or collapse incidents. No technical data such as pipe diameters, lengths to be lined, flo",,10,,6.2,2019-2023,1979,45,2010,"Original construction 1979, major expansions/upgrades in 1994 and 2010 per city engineering reports.",No,8f7e76a5-07fe-49e8-8056-b462d5b4d76d
Gully Branch Groundwater Treatment Plant Facility Improvements - Florence SC,Florence - South Carolina,Florence,South Carolina,110000,USD,,identified,85,Florence City Council,2025-09-08,https://www.cityofflorencesc.gov/sites/default/files/uploads/agendas/10-13-2025-complete-agenda_0.pdf,https://www.cityofflorencesc.gov/agendas-minutes,project_discussion,"Facility improvements to the Gully Branch groundwater treatment plant. $110,000 budgeted in Facility Improvements (Water Production). Carryforward for completion. No problem, data, or regulatory info. Capital upgrade for water treatment plant.",,11.12,,4.5,2019-2023,,,,,,22939d20-f847-407a-898c-769f3ae79551
"Hattie Avenue Sewer Line Replacement - Coeur d'Alene, Idaho",Coeur d'Alene - Idaho,Coeur d'Alene,Idaho,104680,USD,,identified,90,Coeur d'Alene City Council,2025-10-21,https://www.cdaid.org/files/Council/Packets/PACKET102125WEB_V3.pdf,https://www.cdaid.org/3155/departments/council/council-agenda-packets,project_discussion,"The City of Coeur d’Alene is approving a Letter of Agreement with North Fork Land Development for sewer line replacement on Hattie Avenue, with an amount not to exceed $104,680.00 as part of Resolution No. 25-058. No specific problem statement detailing what's broken, failing, or violated is provided in the document. No technical data such as flow rates, capacities, contaminant levels, population served, infrastructure age, or current treatment processes is mentioned. No regulatory context, perm",,,,9.9,2019-2023,1973,13,2011,Secondary treatment commissioned in 1973; major expansion to current capacity in 2011 (as of 2024). From 2018 Comprehensive Sewer System Plan,,28c53eb5-3a94-4804-b7e7-0f6f85eaf8c0
"Madison Street Sewer Main Replacement Design - Caldwell, ID",Caldwell - Idaho,Caldwell,Idaho,95902,USD,,identified,95,Caldwell City Council,2026-02-02,https://www.cityofcaldwell.org/files/assets/city/v/2/city-council/agendas/amended-february-2-2026-caldwell-city-council-agenda.pdf,https://www.cityofcaldwell.org/Government/City-Council/Council-Meetings,planning_stage,"Approval of Professional Services Agreement with Forsgren Associates for the design of Madison Street Sewer Main Replacement at $95,902.00. Capital project planning for wastewater collection system main replacement. No problem statement on breaks, capacity overloads, or I/I issues. No technical data: flows (L/s), diameters, lengths, sanitary flows, or pipe age. No compliance issues or regulatory drivers. Sewer main details like service area, population, existing material not specified. Design le",,,,15.6,2019-2023,1983,41,2007,Original activated sludge plant commissioned 1983; major expansion to 6 MGD in 2007. Ages as of 2024. From city comprehensive plan and wastewater division info.,,e2e2dfec-2585-4f33-ae4d-66067bbde8f4
"Water Treatment Plant Filter Building Roof Replacement Project - Papillion, NE",Papillion - Nebraska,Papillion,Nebraska,89510,USD,,identified,85,Papillion City Council,2026-01-06,https://www.papillion.org/AgendaCenter/ViewFile/Agenda/_01062026-593?html=true,https://www.papillion.org/AgendaCenter,project_discussion,"Approval of contract award for the Water Treatment Plant Filter Building Roof Replacement Project to Martino Commercial Roofing LLC. This capital project involves infrastructure upgrade at the city's drinking water treatment plant, specifically replacing the roof on the filter building. No problem statement details like leaks, age, or failure incidents provided. No technical data on plant capacity, flows (e.g., ML/day, MGD), water quality parameters (turbidity, etc.), population served, or exist",,,,17.8,2019-2023,1979,45,2006,Original construction 1979; major expansion to current capacity in 2006. Age calculated as 2024 - 1979.,No,dc28336c-abca-462e-a819-566c2c255af5
Holly Hills Water Treatment Plant Improvements,Horn Lake - Mississippi,Horn Lake,Mississippi,85975,USD,,identified,70,Mayor and Board of Aldermen,2025-10-21,https://evogov.s3.us-west-2.amazonaws.com/meetings/193/agendas/35349.pdf,https://www.hornlake.org/meetingdashboard,project_discussion,"The minutes approve a payment for Estimate #3 to Phillips Contracting Co. Inc. for the Holly Hills Water Treatment Plant Improvements project, indicating an ongoing capital infrastructure upgrade at the water treatment facility. No specific problem statement, current performance issues, or violations are detailed in the meeting minutes. No technical data such as flow rates, capacities, contaminant levels, population served, or infrastructure age is mentioned. No regulatory context, permit condit",3,,,-1.7,2019-2023,,,,,,4cf465fb-f07b-49fc-887b-65fa9b9409ee
McCann Park Storm Sewer Project - Preliminary Design,Bellevue - Nebraska,Bellevue,Nebraska,82135,USD,,identified,95,Bellevue City Council Meeting,2026-01-20,https://meeting.sparqdata.com/Public/Agenda/Bellevue?meeting=726312,https://meeting.sparqdata.com/public/Organization/Bellevue,planning_stage,"The item authorizes the agreement with Felsburg Holt & Ullevig (FHU) for preliminary design services for the McCann Park Storm Sewer Project. No problem statement on stormwater issues, flooding, or capacity shortfalls is included. No quantitative technical data like peak flows, pipe sizes, or catchment areas provided. No regulatory drivers or deadlines noted. Facility is McCann Park storm sewer system; preliminary design suggests early stage toward capital upgrades or new construction. No detail",,,,20.7,2019-2023,,,,,,2586ae02-06d7-465c-bffe-1595ee90bc8d
Surface Water Treatment Plant Raw Water Pump #1 Replacement - Florence SC,Florence - South Carolina,Florence,South Carolina,75000,USD,,identified,85,Florence City Council,2025-09-08,https://www.cityofflorencesc.gov/sites/default/files/uploads/agendas/10-13-2025-complete-agenda_0.pdf,https://www.cityofflorencesc.gov/agendas-minutes,project_discussion,"Replacement of raw water pump #1 at the Surface Water Treatment Plant. $75,000 in Other Equipment (Water Production). Carryforward funding. No details on failure, capacity, or specs. Capital equipment replacement for water treatment.",,11.12,,4.5,2019-2023,1985,39,2015,Major construction/expansion in 1985 to current capacity; significant upgrades in 2015 for compliance and efficiency.,,baf84100-fae0-46cc-94f1-e6f82d3dcdc0
Airport WWTP - Three Four-Ton HVAC Units Replacement,Galveston - Texas,Galveston,Texas,65906.38,USD,,identified,85,City Council of the City of Galveston,2025-01-23,https://www.galvestontx.gov/AgendaCenter/ViewFile/Agenda/_01232025-5299?html=true,https://www.galvestontx.gov/AgendaCenter/City-Council-16,project_discussion,"The City of Galveston is approving the purchase of three four-ton HVAC units for the Airport Wastewater Treatment Plant (WWTP). This capital equipment acquisition addresses needs at the WWTP facility located at the airport. No specific problem statement or performance issues detailed in the agenda item. No technical data such as flow rates, capacities, or contaminant levels provided. No regulatory context or compliance deadlines mentioned. Facility is the Airport WWTP with existing treatment pro",,10,,6.2,2019-2023,1980,44,2016,Original plant constructed around 1980 with major upgrades in 2016 per city capital improvement plans.,No,110539c4-2ed0-422c-bf9c-8a91444ea44b
Warren WWTP Decant Tunnel Spiral Staircase Replacement - Project WWTP-25-001,Warren - Michigan,Warren,Michigan,65000,USD,,identified,85,Warren City Council Regular Meeting,2025-10-28,https://www.cityofwarren.org/wp-content/uploads/2025/10/City-Council-Meeting-October-28-2025-ePacket_compressed.pdf,https://www.cityofwarren.org/government/city-council/,project_discussion,"The City of Warren is approving a contract award for the replacement of the spiral staircase in the decant tunnel at the Wastewater Treatment Plant (WWTP). This is designated as City Project WWTP-25-001, indicating a specific capital infrastructure replacement project at the WWTP facility. No explicit problem statement is provided, such as structural failure, safety issues, age of the staircase, or performance deficiencies. No technical data is mentioned, including flow rates, plant capacity, co",,,,2.5,2019-2023,1954,72,1998,Original construction in 1954 with major expansions/upgrades in 1974 and 1998 per city reports.,No,d924956b-5572-4628-a6bc-59b51c6fb522
Madera Wastewater Treatment Plant Centrifuge #2 Rehabilitation,Madera - California,Madera,California,60000,USD,,identified,95,Madera City Council,2025-07-16,https://www.madera.gov/media/3wjh5per/082025-agenda-and-reports.pdf,https://www.madera.gov/home/departments/city-clerk/city-council-agendas-meetings/,project_discussion,"The Madera City Council approved a budget amendment for the rehabilitation of Centrifuge #2 at the Wastewater Treatment Plant. No specific problem statement detailing what's broken or failing was provided in the minutes. No current performance numbers versus requirements, violations, or complaints were mentioned. No technical data such as flow rates, capacities, contaminant levels (e.g., TP, TN, NH3-N, BOD, TSS), population served, infrastructure age, or existing treatment processes were discuss",8,5.7,71,3.5,2019-2023,1965,59,2011,Original facility constructed around 1965 with expansions in 1978 and 1991. Last major upgrade completed in 2011 adding tertiary treatment. Age calculated as 2024 - 1965.,No,68936c33-e4d3-48ea-94a7-47e55bf5b2fe
1507 Cobblestone Creek Storm Sewer Project - Final Design,Bellevue - Nebraska,Bellevue,Nebraska,50435,USD,,identified,95,Bellevue City Council Meeting,2026-01-20,https://meeting.sparqdata.com/Public/Agenda/Bellevue?meeting=726312,https://meeting.sparqdata.com/public/Organization/Bellevue,planning_stage,"Approval to sign the agreement with Felsburg Holt & Ullevig (FHU) for final design services on the 1507 Cobblestone Creek Storm Sewer Project. No specific operational challenges or performance issues requiring capital solutions are stated. No technical data such as flow rates, stormwater volumes, capacities, or existing infrastructure details provided. No regulatory violations or permit conditions mentioned. The project targets storm sewer infrastructure at 1507 Cobblestone Creek, with final des",,,,20.7,2019-2023,1972,52,2007,Original construction and major upgrades from city comprehensive plan and historical reports,,91578d9b-d9b9-40b7-b7b3-5ee15ceddf2c
"Highway 20/26 Sewer Line Extension Project Design Amendment - Caldwell, ID",Caldwell - Idaho,Caldwell,Idaho,47600,USD,,identified,90,Caldwell City Council,2026-02-02,https://www.cityofcaldwell.org/files/assets/city/v/2/city-council/agendas/amended-february-2-2026-caldwell-city-council-agenda.pdf,https://www.cityofcaldwell.org/Government/City-Council/Council-Meetings,planning_stage,"Contract Amendment No. 4 from Bowen Collins and Associates for additional design work on Highway 20/26 Sewer Line Extension project in the amount of $47,600.00. This extends engineering services for a capital wastewater collection system extension. No details on original problem like growth-driven capacity needs. No technical specs: projected flows, line sizes, lengths, population growth. No regulatory context. Project is sewer line extension along highway; consultant previously involved. Amendm",,,,15.6,2019-2023,1972,52,2013,Original construction 1972; major expansion in 2013 per city wastewater facility plan.,No,1ecfd522-bcfc-4021-a6ba-cc8e66fe376d
Woodstock WWTP Lobe Blower #3 Replacement,Woodstock - Georgia,Woodstock,Georgia,30938,USD,,identified,95,City Council - Regular Session,2025-11-10,https://d3n9y02raazwpg.cloudfront.net/woodstockga/a432095d-4ab6-11f0-b7f5-005056a89546-43b2ea7d-832a-4c1b-9114-4b0334e747f7-1762796057.pdf,https://www.woodstockga.gov/your_government/meetings_agendas_and_minutes.php,project_discussion,"The Wastewater Treatment Plant (WWTP) experienced failure of lobe blower #3 while awaiting approval for blower #2 replacement, leaving only two blowers operational. With winter months approaching, all three blowers are required to meet ammonia (NH₄) demand for treatment processes. The replacement is an emergency purchase to ensure reliable operation and uniformity across units. Recommended model is UBI 6024 Two-Lobe Blower to match existing blowers. No specific flow rates, capacities, contaminan",,4.42,,15.5,2019-2023,1976,48,2007,Original construction circa 1976; major expansion in 2007 to current capacity.,,f7af08d7-f6ff-4f5e-8bea-f3ac2a72b961
Woodstock Wastewater Treatment Plant Aeration Blower #4 Replacement,Woodstock - Georgia,Woodstock,Georgia,30398,USD,,identified,95,City Council - Regular Session,2026-02-09,https://d3n9y02raazwpg.cloudfront.net/woodstockga/03093e47-d604-11f0-bb28-005056a89546-b58d36eb-d32f-4b61-b9ab-4555d999cd71-1770422612.pdf,https://www.woodstockga.gov/your_government/meetings_agendas_and_minutes.php,project_discussion,"The Wastewater Treatment Plant (WWTP) experienced failure of aeration blower #4, necessitating an emergency replacement while blower #3 installation was pending. This capital equipment replacement is required to maintain plant operations. No specific performance numbers, flow rates, capacities, contaminant levels, population served, or infrastructure age are mentioned. No regulatory violations, permit conditions, or compliance deadlines are detailed. The facility is the City of Woodstock's WWTP,",,4.42,,15.5,2019-2023,1976,48,2011,"Original construction 1976 with expansions in 1986, 1996, 2007, and major upgrade/expansion in 2011 per comprehensive plan and EPD records",No,294013d3-a778-46b8-b54f-3f8def584c7d
"Frontage Road Sewer Line Repair/Replacement - Meridian, Mississippi",Meridian - Mississippi,Meridian,Mississippi,23000,USD,,identified,85,Regular Council Meeting,2024-07-16,https://meridianms.org/wp-content/uploads/2024/10/7-16-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,planning_stage,"The City of Meridian approved the purchase of property easements from FDH Company, L.P. for permanent access, utility, and temporary construction easements to repair/replace, access, construct, operate, and maintain sewer lines on Frontage Road (PPIN 19353 – PARCEL #084191000000000300). This is preparatory work for a sanitary sewer infrastructure project, linked to a $11,000 settlement offer for an easement to locate sewer line on North Frontage Road, with claims docket amendments adding PO24584",,,,-8.9,2019-2023,,,,"Historical reports indicate construction in 1970s-1980s with upgrades in 2000s, but no specific verified years found",,174d06b6-575f-4ed3-a68e-b7382e25b472
Bartlesville Wastewater Treatment Plant Expansion Project,Bartlesville - Oklahoma,Bartlesville,Oklahoma,4600,USD,,identified,85,Bartlesville City Council,2025-04-07,https://www.cityofbartlesville.org/wp-content/uploads/2025/04/City-Council-Agenda-April-7-2025.pdf,https://www.cityofbartlesville.org/city-government/city-council/meeting-agendas/,project_discussion,"Consent Docket item 7.d.vi approves Professional Service Agreement with Kleinfelder, Inc. for additional geotechnical services for the Wastewater Treatment Plant Expansion Project in the amount of $4,600. This indicates an ongoing capital expansion project at the WWTP requiring geotechnical engineering support. No problem statement, current performance issues, technical data like flow rates, capacities, contaminant levels (e.g., TP, BOD, TSS), population served, infrastructure age, or existing t",,7.5,,3.2,2019-2023,1974,50,2013,"Original plant dates to earlier, major facilities from 1974; significant upgrades in 1992 and 2013",No,7c585589-1e52-425b-981e-b1fa5a1138c5
Kingsport Wastewater Treatment Plant Electrical Improvements - Main Switchgear Project,Kingsport - Tennessee,Kingsport,Tennessee,,USD,,identified,98,"Board of Mayor and Aldermen of the City of Kingsport, Tennessee",2022-04-05,https://www.kingsporttn.gov/wp-content/uploads/2022/05/04.05.22.BMA-Minutes.pdf,https://www.kingsporttn.gov/government/agendas-minutes/,planning_stage,"The City approved a second amendment to the professional services agreement with CDM Smith for the Wastewater Treatment Plant Electrical Improvements - Main Switchgear Project. This continues consultant hiring for engineering on a capital electrical upgrade project at the WWTP. No specific problem, performance data, or violations detailed. No technical numbers provided. No regulatory info. Facility is Kingsport WWTP; involves main switchgear replacement/upgrade. Scope is amendment to existing PS",,8.18,,4.6,2019-2023,,,,Plant has undergone several upgrades; specific years not found in accessible sources,,7984f63b-5272-4927-be90-69112005b6c4
Meridian Sanitary & Storm Sewer Rehabilitation - Annual Contract Change Order #1,Meridian - Mississippi,Meridian,Mississippi,,USD,,identified,90,REGULAR COUNCIL MEETING,2024-06-18,https://meridianms.org/wp-content/uploads/2024/08/6-18-2024-Minutes.pdf,https://meridianms.org/government/city-council/minutes/,project_discussion,"Approval of Change Order #1 from Hemphill Construction Company, Inc. for the Sanitary & Storm Sewer Rehabilitation Annual Contract. No specific problem statement such as failures or violations is provided. No technical data including flow rates, capacities, contaminant levels, population, or infrastructure age mentioned. No regulatory context or deadlines detailed. This pertains to wastewater collection systems and stormwater infrastructure rehabilitation, indicating capital upgrades. Project sc",,,,-8.9,2019-2023,1981,43,2010,Original construction phases from 1930s-1980s; major upgrades noted in engineering reports and city documents,No,55d3453f-43a8-4001-bf6d-0d8eefde4f0d
Lynnwood WWTP Major Upgrades Design Contract,Lynnwood - Washington,Lynnwood,Washington,,USD,,identified,90,LYNNWOOD CITY COUNCIL Work Session,2025-11-17,https://d3n9y02raazwpg.cloudfront.net/lynnwoodwa/9b04f7c0-9d50-11ef-ab4b-005056a89546-c7224d29-184e-4347-aafe-b0bf5ec6866d-1763074327.pdf,https://www.lynnwoodwa.gov/Government/City-Council/City-Council-Meetings,planning_stage,"Upcoming contract discussion for the design phase of major upgrades at the Lynnwood Wastewater Treatment Plant (WWTP). This item is listed under MEMOS FOR FUTURE ACTION in the City Council Work Session agenda, indicating it is in the planning stage leading to capital improvements in wastewater treatment infrastructure. No specific problem statement, current performance issues, violations, or operational challenges are detailed in the provided materials. No technical data such as flow rates, capa",,,,7.4,2019-2023,,,,"No dedicated WWTP for Lynnwood. Everett WRF (serving Lynnwood) has undergone major upgrades, but specific details not attributed to Lynnwood's infrastructure.",,bab273e8-67d5-4124-82ed-06b7f5e22a87
Bartlesville Wastewater Treatment Plant Expansion and Limestone to Chickasaw Transport Corridor Engineering Services,Bartlesville - Oklahoma,Bartlesville,Oklahoma,,USD,,identified,90,Bartlesville City Council,2025-01-06,https://www.cityofbartlesville.org/wp-content/uploads/2025/01/Amended-Council-Agenda.pdf,https://www.cityofbartlesville.org/city-government/city-council/meeting-agendas/,project_discussion,"The agenda includes approval of Amendment #4 to the Professional Service Agreement with Tetra Tech, Inc. for engineering services specifically for the Wastewater Treatment Plant Expansion and the Limestone to Chickasaw Transport Corridor. No explicit problem statement is provided, such as current performance issues, flow rates, capacities, contaminant levels, violations, or infrastructure age. No technical data numbers are mentioned, including flows (ML/day, MGD), capacities (design vs. actual),",,7.5,,3.2,2019-2023,1974,50,2008,Original major construction in 1974 with expansions; last major upgrade in 2008 per city comprehensive plans and DEQ records. Age calculated as 2024 - built_year.,No,11b5e019-f065-49ad-99e6-a1fb28766aa9
"Nixa Wastewater Treatment Plant New 950,000 Gallon Sludge Holding Basin Construction Engineering Services",Nixa - Missouri,Nixa,Missouri,,USD,,identified,95,Nixa City Council,2024-04-08,https://www.nixa.com/wp-content/uploads/2023/11/April-2024-Minutes.pdf,https://www.nixa.com/mayor-council/,planning_stage,"The last sludge basin at the Nixa Wastewater Treatment Plant was built in 2003, indicating aging infrastructure needing replacement or expansion with a new 950,000-gallon holding basin. Jason Stutesmun discussed current holding basin sizes but specific numbers not quoted; no performance issues, flows (ML/day etc.), contaminant levels (TP, BOD etc.), capacity deficits, violations, or population served detailed. No regulatory permit, deadline, or agency mentioned. Existing treatment processes not ",,,,12,2019-2023,1976,48,2004,Original construction and major expansions per City of Nixa Comprehensive Plan and engineering reports,No,268498c3-5c4b-48c1-8634-4787db4e00e5
Bartlesville Wastewater Treatment Plant Expansion and Limestone to Chickasaw Transport Corridor Engineering Services - Amendment #4,Bartlesville - Oklahoma,Bartlesville,Oklahoma,,USD,,identified,90,Bartlesville City Council,2025-01-06,https://www.cityofbartlesville.org/wp-content/uploads/2025/01/Amended-v.-2-City-Council-Packet-January-6-2025.pdf,https://www.cityofbartlesville.org/city-government/city-council/meeting-agendas/,project_discussion,"The Bartlesville City Council consent docket includes Amendment #4 to the Professional Service Agreement with Tetra Tech, Inc. for engineering services related to the Wastewater Treatment Plant Expansion and the Limestone to Chickasaw Transport Corridor. This indicates an active capital project involving expansion of the wastewater treatment plant infrastructure and a related transport corridor, likely for sewage or effluent conveyance between Limestone and Chickasaw areas. No specific problem s",,7.5,,3.2,2019-2023,1976,48,2012,"Original construction phases 1965-1976 per engineering reports; major upgrades in 1992, 2005, 2012 per facility history.",No,aeb8d541-b665-4deb-8f45-2ae2931789de
